ID объекта СКУП;Адрес УИК/ТИК;Наименование УИК/ТИК;Технология подключения;Техническое решение;Наименование Оператора ПМ;Информация по организации канала до объекта;Принадлженость объекта к МЦТЭТ: АМЦТЭТ,ТГЦТЭТ, ВМЦТЭТ, НМЦТЭТ, КМЦТЭТ, УСТП-1,УСТП-2,УСТП-3,УСТП-4,УСТП-5,УСТП-6,УСТП-7;Информацию заносит сотрудник ТБ. Вид наряда на организацию канала: по существующему подключению ВОЛС/МЕДЬ. организация нового канала ВОЛС/МЕДЬ;Ком. блок. Наряд выписан № наряда;Необходимость оконечного оборудования (модемы:ADSL/SHDSL, коммутатор 8 портов);IP-adress/Port Оборудования на УД (DSLAM, комметатор агригации);Канал организован и протестирован скорость соответствует Да/Нет;Указать порт на оконечном устройстве. Его необходимо заклеить монтажной лентой с пометкой выборы.;Место расположение оконечного устройства;Примечание;IP addres коммутатора на объекте (при его наличии);Готовность объекта. ДА;Выделенная сеть;Учёт оборудования;RID объекта;Подрядчик;IP адрес CAM1 Комиссия;IP адрес CAM2 Урна;IP адрес коммутатора в шкафу УИК/ТИК;IP адрес контроллера;Канал прописан РЦУСС;Камера зарегистрирована;IP шлюза;Vlan на PE;Description;ФИО основного ответственного за УИК;E-mail основного ответственного за УИК;Контактный телефон (служебный/сотовый) основного ответственного за УИК;ФИО заместителя на время отсутствия основного ответственного за УИК;E-mail заместителя на время отсутствия основного ответственного за УИК;Контактный телефон (служебный/сотовый) заместителя на время отсутствия основного ответственного за УИК;Объект принят 2ЛТП и сдан в эксплуатацию;Контроллер сконфигурирован и подключен. ДА;Статус;Online Test;Протестировано;Cинхронизация;Акт П16 подписан, демонтаж произведён;;;;;
68349;Пролетарский район,Ростов-на-Дону,23-я линия,43;УИК №1950;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);УСТП №5;Организация по существующему каналу Медь ;863930107724244.18;требуется модем SHDSL;DSLAM 	10.109.171.1 SHDSL 0/15/9;да;;серверная, 2 этаж;УИК, 1 этаж, главный вход;;09.02.18;10.234.1.176/28;2 очередь;B61K1950;АИСиС -Регион;10.234.1.178;10.234.1.179;10.234.1.190;10.234.1.180;да 08.02.2018;да;10.234.1.177;2027;1950RnD23_liniya43;Аксенов К.В.;Aleksandr.Kiryachek@south.rt.ru;89888909518;Федчук А;;89888910193;да;;success;Online Test;Романов 07.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
68350;Пролетарский район,Ростов-на-Дону,Буйнакская,12;УИК №1951;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);УСТП №5;Организация по существующему каналу Медь ;863930107724275.18;требуется модем SHDSL;10.109.171.1   shdsl 0/15/26;да;;1 этаж, лестница с левой стороны;холл центральный вход;;12.02.18;10.234.1.192/28;5 очередь;B61K1951;АИСиС -Регион;10.234.1.194;10.234.1.195;10.234.1.206;10.234.1.196;31.01.18;да;10.234.1.193;2028;1951RnDBuynakskaya12;Аксенов К.В.;Aleksandr.Kiryachek@south.rt.ru;89888909518;Федчук А;;89888910193;;да;success;Online Test;Романов 07.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
68351;Пролетарский район,Ростов-на-Дону,31-я линия,4;УИК №1952;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);УСТП №5;;;требуется модем SHDSL;10.109.171.1 shdsl 0/15/10;да;;библиотека , 1 этаж, читальный зал;;;10.02.18;10.234.1.208/28;5 очередь;B61K1952;АИСиС -Регион;10.234.1.210;10.234.1.211;10.234.1.222;10.234.1.212;05.02.18;да;10.234.1.209;2029;1952RnD31_liniya4;Аксенов К.В.;Aleksandr.Kiryachek@south.rt.ru;89888909518;Федчук А;;89888910193;;да;success;Online Test;Романов 07.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
68352;Пролетарский район,Ростов-на-Дону,Комсомольская,57;УИК №1953;Организация канала по технологии SHDSL ;Т-8;ПАО "Ростелеком";Существующая Медь (доумощнение) ;УСТП №5;Организация по существующему каналу Медь;863930107724331.18;требуется модем SHDSL;10.109.171.1   shdsl 0/15/16;да;;Лицей №12, центральный вход, 1 этаж под подвесным потолком;;;12.02.18;10.234.1.224/28;5 очередь;B61K1953;АИСиС -Регион;10.234.1.226;10.234.1.227;10.234.1.238;10.234.1.228;05.02.18;да;10.234.1.225;2030;1953RnDKomsomolskaya57;Аксенов К.В.;Aleksandr.Kiryachek@south.rt.ru;89888909518;Федчук А;;89888910193;да;да;success;Online Test;Ларкин 05.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
68353;Пролетарский район,Ростов-на-Дону,Коммунаров,34;УИК №1954;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);УСТП №5;организация существующего канала ВОЛС;863930107724365.18;не требуется;10.2.9.1   GE0/0/23;да;10.2.9.29   0/0/4;СОШ №17, 3 этаж кабинет информатики, правое крыло;УИК находится 1 этаж, правое крыло;;да;10.234.1.240/28;Добавлено;B61K1954;АИСиС -Регион;10.234.1.242;10.234.1.243;10.234.1.254;10.234.1.244;да;Да;10.234.1.241;2031;1954RnDKommunarov34;Аксенов К.В.;Aleksandr.Kiryachek@south.rt.ru;89888909518;Федчук А;;89888910193;;;success;Online Test;Романов 28.02.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
68354;Пролетарский район,Ростов-на-Дону,Коммунаров,34;УИК №1956;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);УСТП №5;организация существующего канала ВОЛС		;863930107724405.18;не требуется; 10.2.9.1 GE0/0/23 ;да;10.2.9.29 0/0/1;СОШ № 17, 3 этаж кабинет информатики, правое крыло;УИК находится 2 этаж, правое крыло;;да;10.234.2.0/28;Добавлено;B61K1956;АИСиС -Регион;10.234.2.2;10.234.2.3;10.234.2.14;10.234.2.4;да;Да;10.234.2.1;2032;1956RnDKommunarov34;Аксенов К.В.;Aleksandr.Kiryachek@south.rt.ru;89888909518;Федчук А;;89888910193;;;success;Online Test;Романов 28.02.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
68355;Пролетарский район,Ростов-на-Дону,Коммунаров,34;УИК №1957;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);УСТП №5;организация существующего канала ВОЛС;863930107724474.18;не требуется; 10.2.9.1 GE0/0/23 ;да; 10.2.9.29 0/0/18;СОШ № 17, 3 этаж кабинет информатики, правое крыло;;;да;10.234.2.16/28;Добавлено;B61K1957;АИСиС -Регион;10.234.2.18;10.234.2.19;10.234.2.30;10.234.2.20;да;Да;10.234.2.17;2033;1957RnDKommunarov34;Аксенов К.В.;Aleksandr.Kiryachek@south.rt.ru;89888909518;Федчук А;;89888910193;;;success;Online Test;Василенков 07.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
68356;Пролетарский район,Ростов-на-Дону,Комсомольская,57;УИК №1958;Организация канала по технологии SHDSL ;Т-8;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);УСТП №5;Организация по существующему каналу Медь;863930107724525.18;требуется модем SHDSL;10.109.171.1 shdsl 0/15/17;да;;Лицей №12, центральный вход, 1 этаж под подвесным потолком;УИК - школьный музей 1 этаж   ;;12.02.18;10.234.2.32/28;5 очередь;B61K1958;АИСиС -Регион;10.234.2.34;10.234.2.35;10.234.2.46;10.234.2.36;05.02.18;да;10.234.2.33;2034;1958RnDKomsomolskaya57;Аксенов К.В.;Aleksandr.Kiryachek@south.rt.ru;89888909518;Федчук А;;89888910193;;да;success;Online Test;Ларкин 05.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
68357;Пролетарский район,Ростов-на-Дону,Сарьяна,86;УИК №1960;Организация канала по технологии FTTx;Т-3;ПАО "Ростелеком";Существующая ВОЛС (модернизация не требуется);УСТП №5;Организация нового канала Медь (требуется восстановление линии после ремонта в актовом зале);863930107852314.18. 863930107852985.18;;10.2.3.1  GE0/0/12;да;10.2.3.52  Eth0/0/24;по этому адресу  1под. 1-2 эт.;УИК в актовом зале;;23.01.18 ;10.234.2.48/28;Добавлено;B61K1960;АИСиС -Регион;10.234.2.50;10.234.2.51;10.234.2.62;10.234.2.52;да;Да;10.234.2.49;2035;1960RnDSaryana86;Аксенов К.В.;Aleksandr.Kiryachek@south.rt.ru;89888909518;Федчук А;;89888910193;;;success;Online Test;Романов 28.02.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
68358;Пролетарский район,Ростов-на-Дону,переулок Марины Расковой,28;УИК №1961;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);УСТП №5;Организация существующего канала медь;863930107724560.18;требуется модем SHDSL ;10.11.80.16    shdsl 0/3/1;да;;СОШ №7, 2 этаж РК по центру;1 этаж, столовая;;09.02.18;10.234.2.64/28;2 очередь;B61K1961;АИСиС -Регион;10.234.2.66;10.234.2.67;10.234.2.78;10.234.2.68;1.01.18;да;10.234.2.65;2036/2038;1961RnDperMRaskovoy28;Зеленский В.В.;Aleksandr.Kiryachek@south.rt.ru;89888910762;Темнов А.Д;;89888908960;;;danger;Online Test;Романов 07.03.18;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
68359;Пролетарский район,Ростов-на-Дону,Герцена,4;УИК №1962;Организация канала по технологии ADSL;Т-6;ПАО "Ростелеком";Существующая Медь (модернизация не требуется);УСТП №5;;;требуется модем SHDSL ;10.11.80.16  shdsl   0/3/2;да;;;;;15.02.18;10.234.2.80/28;5 очередь;B61K1962;АИСиС -Регион;10.234.2.82;10.234.2.83;10.234.2.94;10.234.2.84;15.02.18;да;10.234.2.81;2037;1962RnDGercena4;Зеленский В.В.;Aleksandr.Kiryachek@south.rt.ru;89888910762;Темнов А.Д;;89888908960;;да;danger;Online Test;Ларкин;Cинхронизация завершена. Оборудование можно демонтировать;;;;;;
